league,matchId,playerId,teamId,eventSec,matchPeriod,eventName,subEventName,x,y,is_goal,is_penalty,is_direct_free_kick,match_datetime_utc,match_date,match_date_local_raw,gameweek,roundId,seasonId,competitionId,match_label,match_status,match_duration,winner,period_sort_key,seconds_from_match_start,shot_sequence_in_match,shot_sequence_team_in_match,is_left_foot,is_right_foot,is_header,shot_body_part,distance_to_goal,shot_angle_rad,shot_angle_deg,xg_pred,career_shots_before_shot,career_goals_before_shot,career_non_goal_shots_before_shot,career_conversion_rate_before_shot,has_prior_shot_history,goals_last_5_matches,shots_last_5_matches,conversion_rate_last_5_matches,matches_in_form_window,xg_sum_last_5_matches,goals_minus_xg_last_5_matches,shots_per_match_last_5_matches,xg_per_shot_last_5_matches
France,2500693,134540,3767,2209.320861,1H,Shot,Shot,93,42,0,0,0,2017-08-05 15:15:00+00:00,2017-08-05,"August 5, 2017 at 5:15:00 PM GMT+2",1,4405655,181189,412,"PSG - Amiens SC, 2 - 0",Played,Regular,3767,1,2209.320861,13,11,0,0,1,head,9.144183943906636,0.6537802478838335,37.45884893276043,0.11605076652181481,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
France,2500693,21174,3767,2478.338197,1H,Shot,Shot,91,36,1,0,0,2017-08-05 15:15:00+00:00,2017-08-05,"August 5, 2017 at 5:15:00 PM GMT+2",1,4405655,181189,412,"PSG - Amiens SC, 2 - 0",Played,Regular,3767,1,2478.338197,14,12,1,0,0,left_foot,13.413906962551964,0.39368269525427557,22.556356905404954,0.1333332867077467,2,0,2,0.0,1,0,0,0.0,0,0.0,0.0,0.0,0.0
France,2500693,3314,3767,516.5823639999999,2H,Shot,Shot,84,37,0,0,0,2017-08-05 15:15:00+00:00,2017-08-05,"August 5, 2017 at 5:15:00 PM GMT+2",1,4405655,181189,412,"PSG - Amiens SC, 2 - 0",Played,Regular,3767,2,3216.582364,15,13,1,0,0,left_foot,18.983824693670133,0.3405962764170401,19.51472915656757,0.07324015426958348,1,0,1,0.0,1,0,0,0.0,0,0.0,0.0,0.0,0.0
France,2500693,3314,3767,800.2878489999998,2H,Shot,Shot,91,69,0,0,0,2017-08-05 15:15:00+00:00,2017-08-05,"August 5, 2017 at 5:15:00 PM GMT+2",1,4405655,181189,412,"PSG - Amiens SC, 2 - 0",Played,Regular,3767,2,3500.287849,16,14,1,0,0,left_foot,16.007151526739545,0.2775115975349337,15.900243304684802,0.08809673858385055,2,0,2,0.0,1,0,0,0.0,0,0.0,0.0,0.0,0.0
France,2500693,274345,3789,1169.6436439999998,2H,Shot,Shot,76,35,0,0,0,2017-08-05 15:15:00+00:00,2017-08-05,"August 5, 2017 at 5:15:00 PM GMT+2",1,4405655,181189,412,"PSG - Amiens SC, 2 - 0",Played,Regular,3767,2,3869.6436439999998,17,3,0,1,0,right_foot,27.186025822102064,0.24892124236597074,14.262136618723186,0.02732935461515689,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
France,2500693,25938,3789,1345.5529159999996,2H,Shot,Shot,95,66,0,0,0,2017-08-05 15:15:00+00:00,2017-08-05,"August 5, 2017 at 5:15:00 PM GMT+2",1,4405655,181189,412,"PSG - Amiens SC, 2 - 0",Played,Regular,3767,2,4045.5529159999996,18,4,0,1,0,right_foot,12.08043459483143,0.28220886471081424,16.16937688910809,0.12419803905305551,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
France,2500693,21174,3767,1797.3457120000003,2H,Shot,Shot,91,53,0,0,0,2017-08-05 15:15:00+00:00,2017-08-05,"August 5, 2017 at 5:15:00 PM GMT+2",1,4405655,181189,412,"PSG - Amiens SC, 2 - 0",Played,Regular,3767,2,4497.345712,19,15,0,1,0,right_foot,9.667683279876314,0.7125287723480491,40.82489143718105,0.27414509045899976,3,1,2,0.33333334,1,0,0,0.0,0,0.0,0.0,0.0,0.0
France,2500693,25440,3767,2098.841354,2H,Shot,Shot,93,45,1,0,0,2017-08-05 15:15:00+00:00,2017-08-05,"August 5, 2017 at 5:15:00 PM GMT+2",1,4405655,181189,412,"PSG - Amiens SC, 2 - 0",Played,Regular,3767,2,4798.841354,20,16,0,1,0,right_foot,8.098302291221286,0.8006353722383037,45.873027758140445,0.34031202464644755,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
France,2500693,25492,3789,2589.5318070000003,2H,Shot,Shot,67,44,0,0,0,2017-08-05 15:15:00+00:00,2017-08-05,"August 5, 2017 at 5:15:00 PM GMT+2",1,4405655,181189,412,"PSG - Amiens SC, 2 - 0",Played,Regular,3767,2,5289.531807,21,5,1,0,0,left_foot,34.88938090594329,0.20764813442210045,11.897361726151548,0.012026040836159633,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
France,2500693,30320,3789,2742.407101,2H,Shot,Shot,74,64,0,0,0,2017-08-05 15:15:00+00:00,2017-08-05,"August 5, 2017 at 5:15:00 PM GMT+2",1,4405655,181189,412,"PSG - Amiens SC, 2 - 0",Played,Regular,3767,2,5442.407101,22,6,0,1,0,right_foot,28.912288045051017,0.23833657444073716,13.655679819059808,0.02256381350112603,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
France,2500688,142755,3766,38.210256000000015,1H,Shot,Shot,92,64,0,0,0,2017-08-05 18:00:00+00:00,2017-08-05,"August 5, 2017 at 8:00:00 PM GMT+2",1,4405655,181189,412,"Olympique Lyonnais - Strasbourg, 4 - 0",Played,Regular,3766,1,38.210256000000015,1,1,1,0,0,left_foot,12.696078134605196,0.39425387225777275,22.589082937060272,0.14226672245625827,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
France,2500688,5167,3766,202.44572599999998,1H,Shot,Shot,74,42,0,0,0,2017-08-05 18:00:00+00:00,2017-08-05,"August 5, 2017 at 8:00:00 PM GMT+2",1,4405655,181189,412,"Olympique Lyonnais - Strasbourg, 4 - 0",Played,Regular,3766,1,202.44572599999998,2,2,0,1,0,right_foot,27.83673112992975,0.25664124972980984,14.704460458481083,0.02592478731074384,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
France,2500688,5167,3766,567.951667,1H,Shot,Shot,91,46,0,0,0,2017-08-05 18:00:00+00:00,2017-08-05,"August 5, 2017 at 8:00:00 PM GMT+2",1,4405655,181189,412,"Olympique Lyonnais - Strasbourg, 4 - 0",Played,Regular,3766,1,567.951667,3,3,0,0,1,head,9.833661576442422,0.6929852960310523,39.70513272720326,0.11555909725304334,1,0,1,0.0,1,0,0,0.0,0,0.0,0.0,0.0,0.0
France,2500688,142755,3766,1333.844117,1H,Shot,Shot,88,72,0,0,0,2017-08-05 18:00:00+00:00,2017-08-05,"August 5, 2017 at 8:00:00 PM GMT+2",1,4405655,181189,412,"Olympique Lyonnais - Strasbourg, 4 - 0",Played,Regular,3766,1,1333.844117,4,4,1,0,0,left_foot,19.559181986985035,0.24482696409890203,14.027551753868012,0.059528380909347145,1,0,1,0.0,1,0,0,0.0,0,0.0,0.0,0.0,0.0
