league,matchId,playerId,teamId,eventSec,matchPeriod,subEventName,x,y,is_goal,match_datetime_utc,match_date,match_date_local_raw,gameweek,roundId,seasonId,competitionId,match_label,match_status,match_duration,winner,period_sort_key,seconds_from_match_start,shot_sequence_in_match,shot_sequence_team_in_match,is_left_foot,is_right_foot,is_header,shot_body_part,distance_to_goal,shot_angle_rad,shot_angle_deg
France,2500692,407699,3783,566.5316720000001,2H,Shot,76,54,0,2017-08-05 18:00:00+00:00,2017-08-05,"August 5, 2017 at 8:00:00 PM GMT+2",1,4405655,181189,412,"Montpellier - Caen, 1 - 0",Played,Regular,3787,2,3266.531672,13,6,True,False,False,left_foot,25.346368576188585,0.2852485870530319,16.343540150208785
France,2500692,26008,3787,787.6648220000002,2H,Shot,94,58,1,2017-08-05 18:00:00+00:00,2017-08-05,"August 5, 2017 at 8:00:00 PM GMT+2",1,4405655,181189,412,"Montpellier - Caen, 1 - 0",Played,Regular,3787,2,3487.664822,14,8,False,False,True,head,8.323677072063761,0.6898894695085042,39.52775493335658
France,2500692,25647,3783,927.2406190000002,2H,Shot,83,44,0,2017-08-05 18:00:00+00:00,2017-08-05,"August 5, 2017 at 8:00:00 PM GMT+2",1,4405655,181189,412,"Montpellier - Caen, 1 - 0",Played,Regular,3787,2,3627.240619,15,7,False,True,False,right_foot,18.31034953243656,0.3856185625265143,22.094316134670912
France,2500692,26665,3787,1237.1890430000003,2H,Shot,90,58,0,2017-08-05 18:00:00+00:00,2017-08-05,"August 5, 2017 at 8:00:00 PM GMT+2",1,4405655,181189,412,"Montpellier - Caen, 1 - 0",Played,Regular,3787,2,3937.1890430000003,16,9,False,True,False,right_foot,11.825548613066541,0.5461633929673171,31.292857341572336
France,2500692,26069,3783,1466.2734449999998,2H,Shot,89,29,0,2017-08-05 18:00:00+00:00,2017-08-05,"August 5, 2017 at 8:00:00 PM GMT+2",1,4405655,181189,412,"Montpellier - Caen, 1 - 0",Played,Regular,3787,2,4166.273445,17,8,True,False,False,left_foot,18.36629793943243,0.25530883644845676,14.628118800892373
France,2500694,276944,3782,184.41465699999998,1H,Shot,95,46,1,2017-08-05 18:00:00+00:00,2017-08-05,"August 5, 2017 at 8:00:00 PM GMT+2",1,4405655,181189,412,"Saint-\u00c9tienne - Nice, 1 - 0",Played,Regular,3782,1,184.41465699999998,1,1,False,True,False,right_foot,5.9127743065332705,1.0594269315791986,60.70069188198312
France,2500694,1751,3782,388.77723100000003,1H,Shot,91,71,0,2017-08-05 18:00:00+00:00,2017-08-05,"August 5, 2017 at 8:00:00 PM GMT+2",1,4405655,181189,412,"Saint-\u00c9tienne - Nice, 1 - 0",Played,Regular,3782,1,388.77723100000003,2,2,True,False,False,left_foot,17.1236941107928,0.24234563151767713,13.885381869395523
France,2500694,149076,3775,784.9065350000001,1H,Shot,86,30,0,2017-08-05 18:00:00+00:00,2017-08-05,"August 5, 2017 at 8:00:00 PM GMT+2",1,4405655,181189,412,"Saint-\u00c9tienne - Nice, 1 - 0",Played,Regular,3782,1,784.9065350000001,3,1,False,True,False,right_foot,20.02623279601034,0.2707605760718323,15.513438267446856
France,2500694,396616,3782,934.523672,1H,Shot,76,22,0,2017-08-05 18:00:00+00:00,2017-08-05,"August 5, 2017 at 8:00:00 PM GMT+2",1,4405655,181189,412,"Saint-\u00c9tienne - Nice, 1 - 0",Played,Regular,3782,1,934.523672,4,3,False,True,False,right_foot,31.58419858093601,0.18528206061926827,10.615880092971148
France,2500694,26135,3775,1548.865841,1H,Shot,91,51,0,2017-08-05 18:00:00+00:00,2017-08-05,"August 5, 2017 at 8:00:00 PM GMT+2",1,4405655,181189,412,"Saint-\u00c9tienne - Nice, 1 - 0",Played,Regular,3782,1,1548.865841,5,2,False,False,True,head,9.474434020035185,0.7360008593250125,42.169742957325035
France,2500694,26000,3782,1642.802592,1H,Shot,72,43,0,2017-08-05 18:00:00+00:00,2017-08-05,"August 5, 2017 at 8:00:00 PM GMT+2",1,4405655,181189,412,"Saint-\u00c9tienne - Nice, 1 - 0",Played,Regular,3782,1,1642.802592,6,4,False,True,False,right_foot,29.78284069728743,0.2415309549256985,13.838704339007046
France,2500694,26000,3782,1763.9410579999999,1H,Shot,85,53,0,2017-08-05 18:00:00+00:00,2017-08-05,"August 5, 2017 at 8:00:00 PM GMT+2",1,4405655,181189,412,"Saint-\u00c9tienne - Nice, 1 - 0",Played,Regular,3782,1,1763.9410579999999,7,5,True,False,False,left_foot,15.881564784365551,0.4497374821464615,25.768059615832453
France,2500694,276944,3782,2200.220235,1H,Shot,72,62,0,2017-08-05 18:00:00+00:00,2017-08-05,"August 5, 2017 at 8:00:00 PM GMT+2",1,4405655,181189,412,"Saint-\u00c9tienne - Nice, 1 - 0",Played,Regular,3782,1,2200.220235,8,6,False,True,False,right_foot,30.511401147767703,0.23038200512220236,13.19991656926351
France,2500694,277629,3775,2413.126986,1H,Shot,74,50,0,2017-08-05 18:00:00+00:00,2017-08-05,"August 5, 2017 at 8:00:00 PM GMT+2",1,4405655,181189,412,"Saint-\u00c9tienne - Nice, 1 - 0",Played,Regular,3782,1,2413.126986,9,3,False,True,False,right_foot,27.299999999999997,0.2665425346197296,15.27176229443014
France,2500694,279734,3775,268.78101100000003,2H,Shot,75,46,0,2017-08-05 18:00:00+00:00,2017-08-05,"August 5, 2017 at 8:00:00 PM GMT+2",1,4405655,181189,412,"Saint-\u00c9tienne - Nice, 1 - 0",Played,Regular,3782,2,2968.781011,10,4,False,True,False,right_foot,26.390545655594163,0.274218847117677,15.711582602786052
France,2500694,25410,3775,1135.0803930000002,2H,Shot,92,48,0,2017-08-05 18:00:00+00:00,2017-08-05,"August 5, 2017 at 8:00:00 PM GMT+2",1,4405655,181189,412,"Saint-\u00c9tienne - Nice, 1 - 0",Played,Regular,3782,2,3835.080393,11,5,False,False,True,head,8.509383056367842,0.8059260590360257,46.176161782375495
France,2500694,26000,3782,1531.908375,2H,Shot,85,59,0,2017-08-05 18:00:00+00:00,2017-08-05,"August 5, 2017 at 8:00:00 PM GMT+2",1,4405655,181189,412,"Saint-\u00c9tienne - Nice, 1 - 0",Played,Regular,3782,2,4231.908375,12,7,False,True,False,right_foot,16.89724533762826,0.4007447354639898,22.960982004173264
France,2500694,396616,3782,2086.7270799999997,2H,Shot,85,30,0,2017-08-05 18:00:00+00:00,2017-08-05,"August 5, 2017 at 8:00:00 PM GMT+2",1,4405655,181189,412,"Saint-\u00c9tienne - Nice, 1 - 0",Played,Regular,3782,2,4786.72708,13,8,False,True,False,right_foot,20.809192680159413,0.26812825396676304,15.362617320507397
France,2500694,15010,3775,2798.2066029999996,2H,Shot,92,44,0,2017-08-05 18:00:00+00:00,2017-08-05,"August 5, 2017 at 8:00:00 PM GMT+2",1,4405655,181189,412,"Saint-\u00c9tienne - Nice, 1 - 0",Played,Regular,3782,2,5498.206603,14,6,False,False,True,head,9.33843670000499,0.6945703444457463,39.79594931168912
France,2500695,25891,3795,154.255924,1H,Shot,78,20,0,2017-08-05 18:00:00+00:00,2017-08-05,"August 5, 2017 at 8:00:00 PM GMT+2",1,4405655,181189,412,"Troyes - Rennes, 1 - 1",Played,Regular,0,1,154.255924,1,1,True,False,False,left_foot,30.818338696302234,0.17865624167409294,10.236248631594778
France,2500695,448079,3774,605.059252,1H,Shot,90,28,0,2017-08-05 18:00:00+00:00,2017-08-05,"August 5, 2017 at 8:00:00 PM GMT+2",1,4405655,181189,412,"Troyes - Rennes, 1 - 1",Played,Regular,0,1,605.059252,2,1,False,True,False,right_foot,18.27707854116735,0.23525763389784426,13.479269520580328
