split,n_shots,goal_rate,roc_auc,average_precision,log_loss,brier_score,mean_pred_xg
train,32010,0.10487347703842549,0.7784767882096376,0.35211470252409877,0.28350808550176054,0.08101204616284244,0.10485335925844352
test_epl,8451,0.10815288131582061,0.7784270828464332,0.3411682455520863,0.29101496453204057,0.08400568168944522,0.10998731574561597
